,chr,node_layer_0,node_layer_1,weights_0,layer0_name,weights_1,layer1_name,raw_importance
9306,chr9,9301,9050,0.0035129783,chrchr9:131565554,0.012147207,TBC1D13,4.2672873e-05
9307,chr9,9302,9050,-0.0012892183,chrchr9:131566444,0.012147207,TBC1D13,-1.5660402e-05
9308,chr9,9303,9050,-0.0059162723,chrchr9:131570177,0.012147207,TBC1D13,-7.186618e-05
9309,chr9,9304,9050,0.002158606,chrchr9:131570178,0.012147207,TBC1D13,2.6221032e-05
9310,chr9,9305,9051,-0.003293419,chrchr9:131585086,-0.027095415,SPOUT1,8.923656e-05
9311,chr9,9306,9051,0.00369811,chrchr9:131587240,-0.027095415,SPOUT1,-0.000100201825
9312,chr9,9307,9052,-0.0012778492,chrchr9:131600410,-1.349995e-06,KYAT1,1.7250901e-09
9313,chr9,9308,9053,0.003245212,chrchr9:131768373,-5.8502474e-07,NUP188,-1.8985293e-09
9314,chr9,9309,9054,0.00064458884,chrchr9:131812176,-1.2468612e-07,MIGA2,-8.0371286e-11
9315,chr9,9310,9054,-0.0004351967,chrchr9:131830658,-1.2468612e-07,MIGA2,5.426299e-11
9316,chr9,9311,9055,0.00026589443,chrchr9:131848488,-3.351586e-06,DOLPP1,-8.9116803e-10
9317,chr9,9312,9056,0.003992121,chrchr9:131939292,-2.3329662e-06,IER5L,-9.313484e-09
9318,chr9,9313,9057,-0.0017250862,chrchr9:132374629,6.250745e-07,C9orf50,-1.0783074e-09
9319,chr9,9314,9058,-0.0019004304,chrchr9:132581083,3.988969e-06,TOR1A,-7.580758e-09
9320,chr9,9315,9058,0.00022326413,chrchr9:132586339,3.988969e-06,TOR1A,8.905937e-10
9321,chr9,9316,9059,-0.0016956793,chrchr9:132594180,9.292347e-07,C9orf78,-1.575684e-09
9322,chr9,9317,9059,0.00042501785,chrchr9:132597096,9.292347e-07,C9orf78,3.9494133e-10
9323,chr9,9318,9060,0.005655779,chrchr9:132618578,6.643793e-07,USP20,3.7575822e-09
9324,chr9,9319,9060,-0.006304125,chrchr9:132620364,6.643793e-07,USP20,-4.18833e-09
9325,chr9,9320,9060,-0.005985757,chrchr9:132620707,6.643793e-07,USP20,-3.9768127e-09
9326,chr9,9321,9060,0.010605805,chrchr9:132623868,6.643793e-07,USP20,7.046277e-09
9327,chr9,9322,9060,0.019327026,chrchr9:132631680,6.643793e-07,USP20,1.2840475e-08
9328,chr9,9323,9060,0.02838549,chrchr9:132632162,6.643793e-07,USP20,1.8858731e-08
9329,chr9,9324,9060,0.032470483,chrchr9:132636031,6.643793e-07,USP20,2.1572717e-08
9330,chr9,9325,9060,0.019605178,chrchr9:132636033,6.643793e-07,USP20,1.3025274e-08
9331,chr9,9326,9060,-0.03739632,chrchr9:132636920,6.643793e-07,USP20,-2.484534e-08
9332,chr9,9327,9061,0.0015297261,chrchr9:132848799,-2.1519179e-07,GPR107,-3.2918449e-10
9333,chr9,9328,9062,0.042730935,chrchr9:132984966,1.00546856e-07,NCS1,4.296461e-09
9334,chr9,9329,9063,0.0027501588,chrchr9:133346850,-4.550924e-06,ASS1,-1.25157635e-08
9335,chr9,9330,9063,0.0023491161,chrchr9:133355874,-4.550924e-06,ASS1,-1.0690649e-08
9336,chr9,9331,9064,-0.002393104,chrchr9:133493152,-1.9552391e-07,FUBP3,4.6790904e-10
9337,chr9,9332,9064,-0.030958049,chrchr9:133501943,-1.9552391e-07,FUBP3,6.053039e-09
9338,chr9,9333,9065,-0.0074811,chrchr9:133738438,-1.9837697e-05,ABL1,1.4840779e-07
9339,chr9,9334,9065,0.008143038,chrchr9:133753980,-1.9837697e-05,ABL1,-1.615391e-07
9340,chr9,9335,9065,0.00020758511,chrchr9:133760617,-1.9837697e-05,ABL1,-4.1180104e-09
9341,chr9,9336,9066,0.0036512355,chrchr9:133779728,-6.666476e-07,FIBCD1,-2.4340874e-09
9342,chr9,9337,9067,0.005288523,chrchr9:133907539,-0.034729842,LAMC3,-0.00018366957
9343,chr9,9338,9067,-0.003465515,chrchr9:133911598,-0.034729842,LAMC3,0.000120356795
9344,chr9,9339,9067,-0.0010596636,chrchr9:133936501,-0.034729842,LAMC3,3.680195e-05
9345,chr9,9340,9067,0.0033446087,chrchr9:133944365,-0.034729842,LAMC3,-0.00011615773
9346,chr9,9341,9067,-0.0024950816,chrchr9:133962853,-0.034729842,LAMC3,8.665379e-05
9347,chr9,9342,9067,0.0004570355,chrchr9:133963008,-0.034729842,LAMC3,-1.587277e-05
9348,chr9,9343,9067,0.0064519113,chrchr9:133967085,-0.034729842,LAMC3,-0.00022407385
9349,chr9,9344,9068,0.0037022713,chrchr9:134010252,3.7532152e-06,NUP214,1.3895421e-08
9350,chr9,9345,9069,-0.0026374264,chrchr9:134136248,-5.906011e-06,FAM78A,1.5576669e-08
9351,chr9,9346,9070,-0.005500045,chrchr9:134165368,-2.5867791e-07,PLPP7,1.4227403e-09
9352,chr9,9347,9071,0.00043458136,chrchr9:134342938,-9.728228e-06,PRRC2B,-4.2277066e-09
9353,chr9,9348,9071,0.0068734204,chrchr9:134350323,-9.728228e-06,PRRC2B,-6.68662e-08
9354,chr9,9349,9071,-0.006178468,chrchr9:134351770,-9.728228e-06,PRRC2B,6.010555e-08
9355,chr9,9350,9071,0.0030480418,chrchr9:134362596,-9.728228e-06,PRRC2B,-2.9652046e-08
9356,chr9,9351,9072,-0.006364016,chrchr9:134388669,-4.530835e-06,POMT1,2.8834307e-08
9357,chr9,9352,9073,0.004980223,chrchr9:134459833,9.603076e-07,RAPGEF1,4.782546e-09
9358,chr9,9353,9073,-0.048502114,chrchr9:134501399,9.603076e-07,RAPGEF1,-4.6576947e-08
9359,chr9,9354,9074,-0.0002867954,chrchr9:134814884,1.549984e-05,MED27,-4.445283e-09
9360,chr9,9355,9075,0.035879157,chrchr9:135114458,-1.5135947e-07,NTNG2,-5.43065e-09
9361,chr9,9356,9076,-0.0064817653,chrchr9:135139826,0.008503308,SETX,-5.5116445e-05
9362,chr9,9357,9076,0.03200729,chrchr9:135158619,0.008503308,SETX,0.00027216782
9363,chr9,9358,9076,-0.00071624905,chrchr9:135172412,0.008503308,SETX,-6.090486e-06
9364,chr9,9359,9076,0.00524193,chrchr9:135173685,0.008503308,SETX,4.4573742e-05
9365,chr9,9360,9076,-0.004021542,chrchr9:135187128,0.008503308,SETX,-3.419641e-05
9366,chr9,9361,9076,0.0059684874,chrchr9:135202829,0.008503308,SETX,5.0751885e-05
9367,chr9,9362,9076,-0.007651373,chrchr9:135203231,0.008503308,SETX,-6.506198e-05
9368,chr9,9363,9076,-0.04885163,chrchr9:135206460,0.008503308,SETX,-0.00041540046
9369,chr9,9364,9077,0.00084547873,chrchr9:135267618,3.6121064e-06,TTF1,3.053959e-09
9370,chr9,9365,9077,-0.0032706605,chrchr9:135273518,3.6121064e-06,TTF1,-1.1813974e-08
9371,chr9,9366,9077,-0.009224575,chrchr9:135277007,3.6121064e-06,TTF1,-3.3320145e-08
9372,chr9,9367,9078,0.009723527,chrchr9:135412993,2.1682727e-06,CFAP77,2.1083258e-08
9373,chr9,9368,9079,0.00050420203,chrchr9:135523933,8.6494003e-07,DDX31,4.361045e-10
9374,chr9,9369,9080,0.0010704586,chrchr9:135602879,0.012268204,AK8,1.3132604e-05
9375,chr9,9370,9080,-0.0069856476,chrchr9:135730257,0.012268204,AK8,-8.570135e-05
9376,chr9,9371,9080,0.0054790233,chrchr9:135739214,0.012268204,AK8,6.721778e-05
9377,chr9,9372,9080,0.0011135497,chrchr9:135753629,0.012268204,AK8,1.3661255e-05
9378,chr9,9373,9081,-0.0049518305,chrchr9:135777121,-1.1365055e-06,TSC1,5.6277827e-09
9379,chr9,9374,9081,0.007313149,chrchr9:135779161,-1.1365055e-06,TSC1,-8.311434e-09
9380,chr9,9375,9081,-0.0022999109,chrchr9:135781563,-1.1365055e-06,TSC1,2.6138613e-09
9381,chr9,9376,9081,-0.00075394986,chrchr9:135782221,-1.1365055e-06,TSC1,8.5686813e-10
9382,chr9,9377,9081,-0.000108977496,chrchr9:135786112,-1.1365055e-06,TSC1,1.2385352e-10
9383,chr9,9378,9081,0.0011517192,chrchr9:135786904,-1.1365055e-06,TSC1,-1.3089353e-09
9384,chr9,9379,9082,0.000631292,chrchr9:135862813,6.993106e-07,GFI1B,4.414692e-10
9385,chr9,9380,9083,0.0007339803,chrchr9:135932180,-2.4336714e-06,GTF3C5,-1.7862669e-09
9386,chr9,9381,9084,-0.0018829252,chrchr9:135961787,-1.0204708e-06,CELP,1.92147e-09
9387,chr9,9382,9085,0.008905056,chrchr9:135974079,-1.7476414e-06,RALGDS,-1.5562843e-08
9388,chr9,9383,9086,-0.008576464,chrchr9:136037845,4.764679e-06,GBGT1,-4.0864098e-08
9389,chr9,9384,9087,-0.008475709,chrchr9:136131437,-3.5445294e-07,ABO,3.00424e-09
9390,chr9,9385,9087,0.008768772,chrchr9:136135194,-3.5445294e-07,ABO,-3.1081169e-09
9391,chr9,9386,9087,-0.0021952107,chrchr9:136136773,-3.5445294e-07,ABO,7.7809886e-10
9392,chr9,9387,9088,0.0012698277,chrchr9:136217376,-1.0192922e-06,SNORD36A,-1.2943255e-09
9393,chr9,9388,9089,0.004435435,chrchr9:136219594,-8.0161027e-07,SURF1,-3.5554901e-09
9394,chr9,9389,9089,-0.0051207226,chrchr9:136221670,-8.0161027e-07,SURF1,4.1048236e-09
9395,chr9,9390,9090,0.0041684895,chrchr9:136227017,1.903544e-06,SURF2,7.934903e-09
9396,chr9,9391,9091,9.266795e-06,chrchr9:136253223,0.022653798,STKLD1,2.099281e-07
9397,chr9,9392,9091,-0.03223265,chrchr9:136268038,0.022653798,STKLD1,-0.00073019194
9398,chr9,9393,9091,0.0042443327,chrchr9:136268084,0.022653798,STKLD1,9.615025e-05
9399,chr9,9394,9091,-0.012723651,chrchr9:136270004,0.022653798,STKLD1,-0.000288239
9400,chr9,9395,9092,0.00055679254,chrchr9:136288251,3.0906452e-07,ADAMTS13,1.7208482e-10
9401,chr9,9396,9092,0.0016284772,chrchr9:136303493,3.0906452e-07,ADAMTS13,5.033045e-10
9402,chr9,9397,9092,-0.017477842,chrchr9:136320669,3.0906452e-07,ADAMTS13,-5.401781e-09
9403,chr9,9398,9093,-0.012533635,chrchr9:136338603,-6.760481e-06,SLC2A6,8.47334e-08
9404,chr9,9399,9093,-0.012044527,chrchr9:136339229,-6.760481e-06,SLC2A6,8.142679e-08
9405,chr9,9400,9093,0.018953705,chrchr9:136340572,-6.760481e-06,SLC2A6,-1.2813616e-07
9406,chr9,9401,9094,0.00066439,chrchr9:136385327,-1.5800936e-06,MYMK,-1.0497984e-09
9407,chr9,9402,9095,0.00072226045,chrchr9:136521726,1.4758027e-06,DBH,1.0659139e-09
9408,chr9,9403,9096,-0.0016984063,chrchr9:136522187,0.038901698,DBH-AS1,-6.607089e-05
9409,chr9,9404,9097,-0.0010364315,chrchr9:136536793,0.024771899,SARDH,-2.5674377e-05
9410,chr9,9405,9097,0.005928329,chrchr9:136583731,0.024771899,SARDH,0.00014685598
9411,chr9,9406,9097,0.0038131315,chrchr9:136599315,0.024771899,SARDH,9.4458504e-05
9412,chr9,9407,9098,-0.0050587705,chrchr9:136634546,-0.015779538,VAV2,7.982506e-05
9413,chr9,9408,9098,0.012608867,chrchr9:136653436,-0.015779538,VAV2,-0.0001989621
9414,chr9,9409,9098,0.0047440426,chrchr9:136672493,-0.015779538,VAV2,-7.48588e-05
9415,chr9,9410,9098,-0.007164347,chrchr9:136674312,-0.015779538,VAV2,0.00011305009
9416,chr9,9411,9099,0.002251475,chrchr9:136907108,0.0112642115,BRD3,2.5361089e-05
9417,chr9,9412,9100,-0.006849522,chrchr9:137655547,1.0501527e-06,COL5A1,-7.193044e-09
9418,chr9,9413,9100,0.0063404487,chrchr9:137681074,1.0501527e-06,COL5A1,6.6584396e-09
9419,chr9,9414,9100,-0.0073490385,chrchr9:137717651,1.0501527e-06,COL5A1,-7.717612e-09
9420,chr9,9415,9101,0.008716791,chrchr9:137733988,-9.2627977e-07,LOC101448202,-8.074187e-09
9421,chr9,9416,9101,-0.0016582477,chrchr9:137734163,-9.2627977e-07,LOC101448202,1.5360012e-09
9422,chr9,9417,9102,0.0047187237,chrchr9:137777727,-1.0150485e-06,FCN2,-4.7897335e-09
9423,chr9,9418,9102,0.0011959036,chrchr9:137778239,-1.0150485e-06,FCN2,-1.2139002e-09
9424,chr9,9419,9103,0.0075655645,chrchr9:137803106,-1.6435342e-06,FCN1,-1.2434264e-08
9425,chr9,9420,9103,-0.1321567,chrchr9:137806206,-1.6435342e-06,FCN1,2.1720406e-07
9426,chr9,9421,9103,0.006303687,chrchr9:137806557,-1.6435342e-06,FCN1,-1.0360326e-08
9427,chr9,9422,9104,0.019696372,chrchr9:137982127,-0.02191406,OLFM1,-0.00043162744
9428,chr9,9423,9104,-9.137763e-05,chrchr9:138012008,-0.02191406,OLFM1,2.0024547e-06
9429,chr9,9424,9105,-0.037734274,chrchr9:138376541,-0.05549456,PPP1R26,0.002094047
9430,chr9,9425,9105,0.0037302913,chrchr9:138378856,-0.05549456,PPP1R26,-0.00020701087
9431,chr9,9426,9105,-0.0053400095,chrchr9:138379063,-0.05549456,PPP1R26,0.0002963415
9432,chr9,9427,9106,0.002489799,chrchr9:138415740,-1.1435652e-06,LCN1,-2.8472475e-09
9433,chr9,9428,9107,-0.0024450624,chrchr9:138440663,-6.556272e-07,OBP2A,1.6030495e-09
9434,chr9,9429,9108,0.0031517164,chrchr9:138454646,-1.4850552e-06,PAEP,-4.680473e-09
9435,chr9,9430,9108,-0.003572142,chrchr9:138454806,-1.4850552e-06,PAEP,5.304828e-09
9436,chr9,9431,9108,0.002118322,chrchr9:138457209,-1.4850552e-06,PAEP,-3.1458254e-09
9437,chr9,9432,9109,0.00069682265,chrchr9:138516259,-7.7231766e-07,GLT6D1,-5.3816845e-10
9438,chr9,9433,9109,0.0014769285,chrchr9:138523272,-7.7231766e-07,GLT6D1,-1.1406579e-09
9439,chr9,9434,9110,0.0001881646,chrchr9:138555273,1.3582724e-06,LCN9,2.5557878e-10
9440,chr9,9435,9111,0.00081442,chrchr9:138586966,0.06161648,SOHLH1,5.0181694e-05
9441,chr9,9436,9111,0.0044049984,chrchr9:138586967,0.06161648,SOHLH1,0.0002714205
9442,chr9,9437,9111,0.00023651205,chrchr9:138589353,0.06161648,SOHLH1,1.457304e-05
9443,chr9,9438,9111,0.003957502,chrchr9:138590928,0.06161648,SOHLH1,0.00024384735
9444,chr9,9439,9112,0.00066630315,chrchr9:138651482,-1.015665e-05,KCNT1,-6.767408e-09
9445,chr9,9440,9112,1.3958328e-05,chrchr9:138656838,-1.015665e-05,KCNT1,-1.4176986e-10
9446,chr9,9441,9112,-0.0005532999,chrchr9:138683645,-1.015665e-05,KCNT1,5.6196736e-09
9447,chr9,9442,9113,-0.0008715741,chrchr9:138712707,2.6238172e-07,CAMSAP1,-2.2868511e-10
9448,chr9,9443,9114,0.0023995005,chrchr9:138825238,0.012723811,UBAC1,3.053079e-05
9449,chr9,9444,9114,0.0026555215,chrchr9:138830081,0.012723811,UBAC1,3.3788354e-05
9450,chr9,9445,9114,0.0003807824,chrchr9:138837705,0.012723811,UBAC1,4.8450033e-06
9451,chr9,9446,9114,0.0026048736,chrchr9:138847101,0.012723811,UBAC1,3.314392e-05
9452,chr9,9447,9115,0.000404848,chrchr9:138903635,-0.028230805,NACC2,-1.1429184e-05
9453,chr9,9448,9116,-0.0005169999,chrchr9:139110556,-7.759273e-06,QSOX2,4.0115435e-09
9454,chr9,9449,9116,-0.0014280733,chrchr9:139115566,-7.759273e-06,QSOX2,1.1080811e-08
9455,chr9,9450,9116,-0.0032562206,chrchr9:139116666,-7.759273e-06,QSOX2,2.5265905e-08
9456,chr9,9451,9117,0.0010603794,chrchr9:139232267,9.893292e-07,GPSM1,1.0490644e-09
9457,chr9,9452,9118,-0.003916286,chrchr9:139256541,1.0625179e-06,DNLZ,-4.161124e-09
9458,chr9,9453,9118,0.0011242799,chrchr9:139257411,1.0625179e-06,DNLZ,1.1945676e-09
9459,chr9,9454,9119,-0.0009735819,chrchr9:139259592,-6.0766934e-07,CARD9,5.9161587e-10
9460,chr9,9455,9119,-0.018606085,chrchr9:139265810,-6.0766934e-07,CARD9,1.1306348e-08
9461,chr9,9456,9120,-0.00057620456,chrchr9:139274353,1.3236196e-05,SNAPC4,-7.626756e-09
9462,chr9,9457,9120,0.0014194415,chrchr9:139279310,1.3236196e-05,SNAPC4,1.8788006e-08
9463,chr9,9458,9121,-0.0010809111,chrchr9:139298593,5.097382e-06,ENTR1,-5.509817e-09
9464,chr9,9459,9121,-0.013180143,chrchr9:139301583,5.097382e-06,ENTR1,-6.7184224e-08
9465,chr9,9460,9121,0.03159579,chrchr9:139302049,5.097382e-06,ENTR1,1.6105581e-07
9466,chr9,9461,9122,0.03453649,chrchr9:139312972,-0.014013157,PMPCA,-0.00048396524
9467,chr9,9462,9123,-0.0076482273,chrchr9:139327439,-1.9694412e-06,INPP5E,1.5062733e-08
9468,chr9,9463,9124,-0.006332521,chrchr9:139338292,-3.976699e-06,SEC16A,2.518253e-08
9469,chr9,9464,9124,0.0038705377,chrchr9:139342047,-3.976699e-06,SEC16A,-1.5391965e-08
9470,chr9,9465,9124,0.0010403551,chrchr9:139357311,-3.976699e-06,SEC16A,-4.137179e-09
9471,chr9,9466,9124,-0.0013829173,chrchr9:139369834,-3.976699e-06,SEC16A,5.4994462e-09
9472,chr9,9467,9125,-0.007822171,chrchr9:139393521,0.033450726,NOTCH1,-0.0002616573
9473,chr9,9468,9125,0.0061792885,chrchr9:139395311,0.033450726,NOTCH1,0.00020670169
9474,chr9,9469,9125,0.0032129136,chrchr9:139397677,0.033450726,NOTCH1,0.0001074743
9475,chr9,9470,9125,0.00021266294,chrchr9:139411714,0.033450726,NOTCH1,7.1137297e-06
9476,chr9,9471,9126,-0.0004217498,chrchr9:139562798,1.2343123e-05,EGFL7,-5.2057096e-09
9477,chr9,9472,9126,-0.0044253143,chrchr9:139562848,1.2343123e-05,EGFL7,-5.46222e-08
9478,chr9,9473,9126,0.011192375,chrchr9:139562993,1.2343123e-05,EGFL7,1.3814886e-07
9479,chr9,9474,9126,-0.008009106,chrchr9:139565150,1.2343123e-05,EGFL7,-9.885738e-08
9480,chr9,9475,9127,0.0031800168,chrchr9:139568339,1.1530061e-06,AGPAT2,3.6665788e-09
9481,chr9,9476,9128,0.0021899103,chrchr9:139617379,-2.043731e-06,DIPK1B,-4.4755875e-09
9482,chr9,9477,9128,-0.0017404158,chrchr9:139617493,-2.043731e-06,DIPK1B,3.5569419e-09
9483,chr9,9478,9129,0.0055852733,chrchr9:139635430,9.63518e-06,LCN10,5.381511e-08
9484,chr9,9479,9129,-0.004502227,chrchr9:139636481,9.63518e-06,LCN10,-4.3379767e-08
9485,chr9,9480,9130,0.006808059,chrchr9:139649580,-0.040403005,LCN8,-0.00027506604
9486,chr9,9481,9130,0.0011781334,chrchr9:139649612,-0.040403005,LCN8,-4.760013e-05
9487,chr9,9482,9130,-0.00059629674,chrchr9:139652329,-0.040403005,LCN8,2.409218e-05
9488,chr9,9483,9131,0.0158763,chrchr9:139656670,-4.3764567e-07,LCN15,-6.948194e-09
9489,chr9,9484,9132,-0.010499002,chrchr9:139731827,-1.5882973e-05,RABL6,1.6675537e-07
9490,chr9,9485,9132,-0.0056884415,chrchr9:139733851,-1.5882973e-05,RABL6,9.034937e-08
9491,chr9,9486,9132,-0.0112601565,chrchr9:139734211,-1.5882973e-05,RABL6,1.7884477e-07
9492,chr9,9487,9133,0.0016644438,chrchr9:139739643,-2.2084105e-06,AJM1,-3.675775e-09
9493,chr9,9488,9134,0.0025004141,chrchr9:139744660,0.022140525,PHPT1,5.5360484e-05
9494,chr9,9489,9135,-0.001481921,chrchr9:139749067,-0.01948389,MAMDC4,2.8873585e-05
9495,chr9,9490,9135,0.0013458543,chrchr9:139749229,-0.01948389,MAMDC4,-2.6222477e-05
9496,chr9,9491,9136,0.00032048213,chrchr9:139820421,-1.4265069e-06,TRAF2,-4.5716994e-10
9497,chr9,9492,9137,-0.016863737,chrchr9:139835788,1.1127927e-05,FBXW5,-1.8765843e-07
9498,chr9,9493,9137,-0.040626276,chrchr9:139835950,1.1127927e-05,FBXW5,-4.5208623e-07
9499,chr9,9494,9137,0.015753077,chrchr9:139836762,1.1127927e-05,FBXW5,1.7529909e-07
9500,chr9,9495,9138,0.012725907,chrchr9:139839904,-1.4943175e-06,C8G,-1.9016547e-08
9501,chr9,9496,9139,-0.017384477,chrchr9:139887803,-2.8185314e-06,PAXX,4.8998693e-08
9502,chr9,9497,9140,-0.000543798,chrchr9:139904616,2.3762997e-05,ABCA2,-1.2922271e-08
9503,chr9,9498,9140,-0.020342933,chrchr9:139905895,2.3762997e-05,ABCA2,-4.8340905e-07
9504,chr9,9499,9140,0.0076892166,chrchr9:139906686,2.3762997e-05,ABCA2,1.8271884e-07
9505,chr9,9500,9140,0.00035793113,chrchr9:139906894,2.3762997e-05,ABCA2,8.505516e-09
9506,chr9,9501,9140,0.003559439,chrchr9:139910097,2.3762997e-05,ABCA2,8.4582936e-08
9507,chr9,9502,9140,-0.00021750502,chrchr9:139916879,2.3762997e-05,ABCA2,-5.1685713e-09
9508,chr9,9503,9141,-0.010604561,chrchr9:139929152,7.346106e-07,C9orf139,-7.790223e-09
9509,chr9,9504,9142,0.00088697596,chrchr9:139934298,1.8324738e-07,NPDC1,1.6253603e-10
9510,chr9,9505,9143,0.0006304743,chrchr9:139945589,-8.841721e-08,ENTPD2,-5.5744777e-11
9511,chr9,9506,9143,-0.0039652362,chrchr9:139946087,-8.841721e-08,ENTPD2,3.5059514e-10
9512,chr9,9507,9144,-0.0031617654,chrchr9:139960797,-1.3023075e-06,SAPCD2,4.1175907e-09
9513,chr9,9508,9145,-0.0021690335,chrchr9:139973652,0.042297207,UAP1L1,-9.1744056e-05
9514,chr9,9509,9145,0.0019018016,chrchr9:139974444,0.042297207,UAP1L1,8.044089e-05
9515,chr9,9510,9146,0.01841401,chrchr9:139983339,-0.00030138355,MAN1B1,-5.5496794e-06
9516,chr9,9511,9146,-0.037142005,chrchr9:139983480,-0.00030138355,MAN1B1,1.1193989e-05
9517,chr9,9512,9146,0.0019003614,chrchr9:139990869,-0.00030138355,MAN1B1,-5.727377e-07
9518,chr9,9513,9146,-0.0037832456,chrchr9:139990886,-0.00030138355,MAN1B1,1.140208e-06
9519,chr9,9514,9146,0.0067957337,chrchr9:139994161,-0.00030138355,MAN1B1,-2.0481223e-06
9520,chr9,9515,9146,-0.013593484,chrchr9:139994278,-0.00030138355,MAN1B1,4.0968525e-06
9521,chr9,9516,9146,-0.008806159,chrchr9:139996151,-0.00030138355,MAN1B1,2.6540315e-06
9522,chr9,9517,9146,0.00069748604,chrchr9:140000541,-0.00030138355,MAN1B1,-2.1021083e-07
9523,chr9,9518,9146,-0.003713072,chrchr9:140000544,-0.00030138355,MAN1B1,1.1190589e-06
9524,chr9,9519,9146,-0.0067195557,chrchr9:140001180,-0.00030138355,MAN1B1,2.0251637e-06
9525,chr9,9520,9146,-0.013315877,chrchr9:140001194,-0.00030138355,MAN1B1,4.0131863e-06
9526,chr9,9521,9146,0.0029616957,chrchr9:140002220,-0.00030138355,MAN1B1,-8.9260635e-07
9527,chr9,9522,9146,-0.0061078044,chrchr9:140002875,-0.00030138355,MAN1B1,1.8407918e-06
9528,chr9,9523,9146,-0.0019267875,chrchr9:140002923,-0.00030138355,MAN1B1,5.807021e-07
9529,chr9,9524,9147,0.014829208,chrchr9:140005313,2.1627498e-06,DPP7,3.2071867e-08
9530,chr9,9525,9147,0.0015010717,chrchr9:140007492,2.1627498e-06,DPP7,3.2464424e-09
9531,chr9,9526,9147,0.0002812868,chrchr9:140007716,2.1627498e-06,DPP7,6.08353e-10
9532,chr9,9527,9147,0.013429112,chrchr9:140007915,2.1627498e-06,DPP7,2.9043807e-08
9533,chr9,9528,9147,0.0452148,chrchr9:140008934,2.1627498e-06,DPP7,9.7788295e-08
9534,chr9,9529,9148,-0.007810095,chrchr9:140079477,-1.1623868e-06,ANAPC2,9.0783505e-09
9535,chr9,9530,9149,-0.0027019377,chrchr9:140138601,7.0479405e-07,FAM166A,-1.9043096e-09
9536,chr9,9531,9150,0.0049320254,chrchr9:140157460,-2.1396431e-06,NELFB,-1.0552775e-08
9537,chr9,9532,9151,-0.019473895,chrchr9:140201494,-0.018063586,EXD3,0.0003517684
9538,chr9,9533,9151,-0.011357742,chrchr9:140218325,-0.018063586,EXD3,0.00020516156
9539,chr9,9534,9151,3.2149096e-06,chrchr9:140243844,-0.018063586,EXD3,-5.8072796e-08
9540,chr9,9535,9151,0.009726662,chrchr9:140243973,-0.018063586,EXD3,-0.0001756984
9541,chr9,9536,9151,-0.008852243,chrchr9:140248846,-0.018063586,EXD3,0.00015990327
9542,chr9,9537,9151,0.020493751,chrchr9:140249254,-0.018063586,EXD3,-0.00037019065
9543,chr9,9538,9151,0.030941598,chrchr9:140262424,-0.018063586,EXD3,-0.00055891625
9544,chr9,9539,9151,0.012190497,chrchr9:140262426,-0.018063586,EXD3,-0.00022020409
9545,chr9,9540,9152,-0.0011676362,chrchr9:140325554,8.854692e-07,NOXA1,-1.033906e-09
9546,chr9,9541,9152,0.0026703062,chrchr9:140327955,8.854692e-07,NOXA1,2.364474e-09
9547,chr9,9542,9152,-0.0039692326,chrchr9:140328793,8.854692e-07,NOXA1,-3.5146333e-09
9548,chr9,9543,9153,0.004756648,chrchr9:140346800,7.674939e-07,NSMF,3.6506982e-09
9549,chr9,9544,9154,-0.003973686,chrchr9:140356374,-0.035744585,PNPLA7,0.00014203777
9550,chr9,9545,9154,-0.00052961335,chrchr9:140357086,-0.035744585,PNPLA7,1.8930808e-05
9551,chr9,9546,9154,-0.0018751475,chrchr9:140392616,-0.035744585,PNPLA7,6.702637e-05
9552,chr9,9547,9154,0.0018071802,chrchr9:140396212,-0.035744585,PNPLA7,-6.4596905e-05
9553,chr9,9548,9154,0.0010938483,chrchr9:140438065,-0.035744585,PNPLA7,-3.909915e-05
9554,chr9,9549,9155,0.003220366,chrchr9:140450001,-4.2382828e-07,DPH7,-1.3648822e-09
9555,chr9,9550,9156,0.0031417287,chrchr9:140483173,-1.5642131e-06,ZMYND19,-4.9143334e-09
9556,chr9,9551,9157,-0.010539974,chrchr9:140508600,-1.2715584e-05,ARRDC1,1.3402192e-07
9557,chr9,9552,9157,0.0084138755,chrchr9:140508745,-1.2715584e-05,ARRDC1,-1.06987336e-07
9558,chr9,9553,9158,0.001439838,chrchr9:140648752,1.2792441e-07,EHMT1,1.8419043e-10
9559,chr9,9554,9158,0.0011637508,chrchr9:140707590,1.2792441e-07,EHMT1,1.4887212e-10
9560,chr9,9555,9159,0.0074047875,chrchr9:140952560,-6.9172847e-06,CACNA1B,-5.1221022e-08
9561,chr9,9556,9159,0.000114737275,chrchr9:140952690,-6.9172847e-06,CACNA1B,-7.936704e-10
9562,chr9,9557,9159,-0.005708965,chrchr9:141016140,-6.9172847e-06,CACNA1B,3.9490537e-08
9563,chr10,9558,997,0.009220791,chrchr10:415689,0.014515899,DIP2C,0.00013384808
9564,chr10,9559,997,-0.008628777,chrchr10:430105,0.014515899,DIP2C,-0.00012525446
9565,chr10,9560,997,0.0015064975,chrchr10:459940,0.014515899,DIP2C,2.1868165e-05
9566,chr10,9561,997,0.0028446994,chrchr10:530827,0.014515899,DIP2C,4.129337e-05
9567,chr10,9562,997,0.003711101,chrchr10:530904,0.014515899,DIP2C,5.3869968e-05
9568,chr10,9563,998,0.0044288966,chrchr10:866719,-7.605394e-08,LARP4B,-3.3683503e-10
